date,NDVI,EVI
2024-03-01,0.71331845655613,0.5002952721051067
2024-04-01,0.7353873276194561,0.5073642992889579
2024-05-01,0.6948948862213452,0.45695182497690867
2024-06-01,0.575860118905074,0.3479919242556691
2024-07-01,0.45272951026956637,0.2660279908840678
2024-08-01,0.38984784208390977,0.23317925524106473
2024-09-01,0.3435731785616011,0.2095302206265042
2024-10-01,0.4110308113520813,0.25255851890798575
2024-11-01,0.5515388514348103,0.3705549097430318
2024-12-01,0.7741940790047466,0.6070209617059906
2025-01-01,0.770271639931595,0.6047030963429805
2025-02-01,0.7234260073835935,0.5332895526166823
2025-03-01,0.6958507554940673,0.4789174552571936
2025-04-01,0.7588863678929129,0.5355919627159609
2025-05-01,0.7537264236139066,0.5242180164560108
2025-06-01,0.6751938178600517,0.434724531544206
2025-07-01,0.5224217573640086,0.31049479732117863
2025-08-01,0.4292644849997028,0.2578850411611374
2025-09-01,0.37193776879126234,0.22773788005893134
2025-10-01,0.38370996679220526,0.2342307933321974
2025-11-01,0.5554915761437924,0.3768871776550906
2025-12-01,0.7644726869680754,0.6010193513052278
2026-01-01,0.797276231550787,0.6593818454126296
2026-02-01,0.7544631617802112,0.5690408530553444
